Title,North_America_Sales,Europe_Sales,Japan_Sales,Other_Sales,Global_Sales
Pro Yakyuu Spirits 5 Kanzenban,0,0,0.05,0,0.05
Tsumiki: Block Drop Mania,0.05,0,0,0,0.05
Shin Sangoku Musou 5 Special,0,0,0.05,0,0.05
Pony Friends: Mini Breeds Edition,0.05,0,0,0,0.05
Otogi 2: Immortal Warriors,0.04,0.01,0,0,0.05
Legend of Kay,0.03,0.02,0,0.01,0.05
Piglet's Big Game,0.04,0.01,0,0,0.05
Dead or Alive Xtreme 3: Fortune,0,0,0.05,0,0.05
Ivy the Kiwi?,0.04,0,0,0,0.05
Fallout: Brotherhood of Steel,0.04,0.01,0,0,0.05
Strawberry Shortcake: Strawberryland Games,0.05,0,0,0,0.05
Koi to Senkyo to Chocolate Portable,0,0,0.05,0,0.05
IndyCar Series,0.04,0.01,0,0,0.05
Hysteria Hospital: Emergency Ward,0.05,0,0,0,0.05
Dokapon Journey,0.05,0,0,0,0.05
Ultra Bust-A-Move,0.04,0.01,0,0,0.05
Rally Fusion: Race of Champions,0.04,0.01,0,0,0.05
Piglet's Big Game,0.04,0.01,0,0,0.05
Lucha Libre AAA: Heroes del Ring,0.05,0,0,0,0.05
Pony Friends,0,0.05,0,0.01,0.05
Natural Doctrine,0.03,0.01,0.01,0.01,0.05
Pinball Hall of Fame: The Gottlieb Collection,0.04,0.01,0,0,0.05
Ferrari F355 Challenge,0.03,0.02,0,0.01,0.05
MorphX,0.05,0,0,0,0.05
Stranger of Sword City,0.02,0.02,0,0.01,0.05
Air Traffic Chaos,0.05,0,0,0,0.05
Battleship / Connect Four / Sorry! / Trouble,0.05,0,0,0,0.05
Prism: Light the Way,0.05,0,0,0,0.05
Tiny Toon Adventures: Toonenstein - Dare to Scare,0.03,0.02,0,0,0.05
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,0,0,0.05,0,0.05
Shifters,0.03,0.02,0,0.01,0.05
RPG Tsukuru DS,0,0,0.05,0,0.05
WRC 5: FIA World Rally Championship,0,0.04,0,0.01,0.05
Earth Defense Force 4.1: The Shadow of New Despair,0.02,0.02,0,0.01,0.05
The BIGS 2,0.05,0,0,0,0.05
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,0,0,0.05,0,0.05
TNA iMPACT: Cross the Line,0.05,0,0,0,0.05
SpongeBob: HeroPants,0.03,0.01,0,0.01,0.05
Lagoon,0,0,0.05,0,0.05
Nanostray 2,0.03,0.01,0,0,0.05
Project Setsuna,0,0,0.05,0,0.05
Microsoft Flight Simulator X Acceleration Expansion Pack,0,0.04,0,0.01,0.05
Trick x Logic: Season 1,0,0,0.05,0,0.05
Mortal Kombat X,0.01,0.04,0,0,0.05
Mawashite Tsunageru Touch Panic,0,0,0.05,0,0.05
Luminous Arc Infinity,0,0,0.05,0,0.05
Monster! Bass Fishing,0.04,0.01,0,0,0.05
Sigma Star Saga,0.04,0.01,0,0,0.05
Winning Post 7 2010,0,0,0.05,0,0.05
Assetto Corsa,0,0.04,0,0.01,0.05
Batman: Gotham City Racer,0.03,0.02,0,0,0.05
Sengoku Basara X,0,0,0.05,0,0.05
Plants vs. Zombies,0,0.04,0,0.01,0.05
Top Spin 2,0.05,0,0,0,0.05
Doraemon: Nobita no Kyouryuu 2006 DS,0,0,0.05,0,0.05
Ontamarama,0.05,0,0,0,0.05
Hakuoki: Stories of the Shinsengumi,0.02,0,0.03,0,0.05
DokiDoki Majo Shinpan!,0,0,0.05,0,0.05
Star Wars: Republic Commando,0,0.04,0,0.01,0.05
Starry ? Sky: In Spring,0,0,0.05,0,0.05
FIFA Soccer 2004,0.04,0.01,0,0,0.05
Armored Core: Formula Front Extreme Battle,0.05,0,0,0,0.05
Downforce,0.03,0.02,0,0.01,0.05
Bejeweled Twist,0.01,0.04,0,0.01,0.05
Street Fighter V,0,0.05,0,0,0.05
Little Busters! Converted Edition,0,0,0.05,0,0.05
Enemy Front,0.02,0.03,0,0,0.05
Dream Salon,0.05,0,0,0,0.05
Disney's Party,0.04,0.01,0,0,0.05
Tennis no Oji-Sama: 2005 Crystal Drive,0,0,0.05,0,0.05
Sherlock Holmes: Crimes & Punishments,0,0.05,0,0,0.05
Jenga World Tour,0.05,0,0,0,0.05
Summon Night X: Tears Crown,0,0,0.05,0,0.05
Secret Files: Tunguska,0.04,0.01,0,0,0.05
Taiho Shichauzo!,0,0,0.05,0,0.05
Battle vs. Chess,0,0.04,0,0.01,0.05
Phantom Crash,0.03,0.01,0.01,0,0.05
Men of War: Assault Squad,0.01,0.03,0,0.01,0.05
Fishdom,0.05,0,0,0,0.05
Yanya Caballista: City Skater,0.02,0.02,0,0.01,0.05
Expendable,0.03,0.02,0,0,0.05
Imagine: Artist,0.05,0,0,0,0.05
Pet Pals: New Leash on Life,0.05,0,0,0,0.05
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,0.05,0,0,0,0.05
The Idolmaster: Gravure For You! Vol. 2,0,0,0.05,0,0.05
Arthur! Ready to Race,0.03,0.02,0,0,0.05
Thunder Force V: Perfect System,0.03,0.02,0,0,0.05
The Typing of the Dead,0,0,0.05,0,0.05
The Idolm@ster: Dearly Stars,0,0,0.05,0,0.05
Kids Learn Music A+ Edition,0.05,0,0,0,0.05
Child of Light,0,0.01,0.04,0,0.05
Over the Hedge: Hammy Goes Nuts!,0.05,0,0,0,0.05
Kart Racer,0.03,0.01,0,0,0.05
Bakemonogatari Portable,0,0,0.05,0,0.05
Sam & Max: Beyond Time and Space,0.05,0,0,0,0.05
To Heart 2: Dungeon Travelers,0,0,0.05,0,0.05
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,0,0,0.05,0,0.05
Shrek Super Party,0.04,0.01,0,0,0.05
Monster 4x4: Masters of Metal,0.04,0.01,0,0,0.05
Bakusou Kyoudai Let's & Go!! Eternal Wings,0,0,0.05,0,0.05
Caligula,0,0,0.05,0,0.05
Steins;Gate 0,0,0,0.05,0,0.05
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,0,0,0.05,0,0.05
NHL Blades of Steel '99,0.05,0,0,0,0.05
Lips: Deutsche Partyknaller,0,0.04,0,0.01,0.05
Apassionata: Die Galanacht der Pferde,0,0.04,0,0.01,0.05
Dungeon Raiders,0.05,0,0,0,0.05
Second Sight,0.04,0.01,0,0,0.05
Philosoma,0.03,0.02,0,0,0.05
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,0,0,0.05,0,0.05
Puyo Pop,0.04,0.01,0,0,0.05
Marriage Royale: Prism Story,0,0,0.05,0,0.05
Super Heroine Chronicle,0,0,0.05,0,0.05
Kamiwaza,0,0,0.05,0,0.05
Rave Master,0,0,0.05,0,0.05
The Technomancer,0.01,0.03,0,0.01,0.05
Ben 10 Galactic Racing,0.02,0.02,0,0.01,0.05
Kinnikuman Muscle Grand Prix Max,0,0,0.05,0,0.05
Hotel for Dogs,0.04,0,0,0,0.05
Suzuki Super-Bikes II: Riding Challenge,0.05,0,0,0,0.05
Mirror's Edge Catalyst,0.01,0.03,0,0.01,0.05
Jim Henson's Muppets in Spy Muppets: License to Croak,0.04,0.01,0,0,0.05
Medal of Honor: European Assault (weekly JP sales),0,0,0.05,0,0.05
LEGO The Hobbit,0,0.04,0,0.01,0.05
Alias,0.04,0.01,0,0,0.05
Super Robot Taisen Neo,0,0,0.05,0,0.05
PAC-MAN and the Ghostly Adventures,0.04,0.01,0,0,0.05
ESPN International Winter Sports 2002,0.04,0.01,0,0,0.05
Winter Sports 2011,0,0.04,0,0.01,0.05
OutRun 2006: Coast 2 Coast,0.02,0.01,0.01,0,0.05
Blues Brothers 2000,0.04,0.01,0,0,0.05
Metal Max 2 Reloaded,0,0,0.05,0,0.05
All Star Tennis 99,0.04,0.01,0,0,0.05
Hercules: The Legendary Journeys,0.04,0.01,0,0,0.05
Dual Heroes,0.04,0.01,0,0,0.05
Fighter Destiny 2,0.04,0.01,0,0,0.05
Chameleon Twist 2,0.04,0.01,0,0,0.05
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,0,0,0.05,0,0.05
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,0,0,0.05,0,0.05
Winning Post World,0,0,0.05,0,0.05
Arx Fatalis,0.04,0.01,0,0,0.05
Slam Dunk SD Heat Up!!,0,0,0.05,0,0.05
My Body Coach,0,0.04,0,0.01,0.05
Steins;Gate 0,0,0,0.05,0,0.05
Adventure Time: Finn & Jake Investigations,0.02,0.02,0,0,0.05
Dead in the Water,0.03,0.02,0,0,0.05
Winning Post 7 2013,0,0,0.05,0,0.05
DiRT 2,0,0.04,0,0.01,0.05
Detective Conan: Prelude from the Past,0,0,0.05,0,0.05
Dr. Seuss: Green Eggs and Ham,0.04,0.01,0,0,0.05
Sea Monsters: A Prehistoric Adventure,0.04,0,0,0,0.05
Atelier Rorona: Alchemist of Arland,0,0,0.05,0,0.05
Guilty Gear Dust Strikers,0.05,0,0,0,0.05
Dark Summit,0.04,0.01,0,0,0.05
Singularity,0,0.04,0,0.01,0.05
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,0,0,0.05,0,0.05
George of the Jungle and the Search for the Secret,0.05,0,0,0,0.05
Turbo Turtle Adventure,0.04,0.01,0,0,0.05
Sengoku Basara 4: Sumeragi,0,0,0.05,0,0.05
"Warhammer 40,000: Dawn of War",0.01,0.03,0,0.01,0.05
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,0,0,0.05,0,0.05
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,0,0,0.05,0,0.05
Corpse Party: Blood Covered - Repeated Fear,0,0,0.05,0,0.05
The Lost Treasures of Alexandria,0,0.04,0,0.01,0.05
Chronicles of the Sword,0.03,0.02,0,0,0.05
Hail to the Chimp,0.05,0,0,0,0.05
The Lost Vikings,0.04,0.01,0,0,0.05
Keiba Eight Special,0,0,0.05,0,0.05
Yaiba: Ninja Gaiden Z,0.03,0.02,0,0,0.05
Harukanaru Toki no Naka de 3,0,0,0.05,0,0.05
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,0.04,0.01,0,0,0.05
Need for Speed Carbon,0,0.04,0,0.01,0.05
Reel Fishing: The Great Outdoors,0.05,0,0,0,0.05
Assassin's Creed: Altair's Chronicles,0.03,0.01,0,0,0.05
Pirates vs Ninja Dodgeball,0.05,0,0,0,0.05
Guild 01,0,0,0.05,0,0.05
The History Channel: Great Battles - Medieval,0,0.04,0,0.01,0.05
Nike+ Kinect Training,0.02,0.02,0,0,0.05
Durarara!! 3-way Standoff,0,0,0.05,0,0.05
Ty the Tasmanian Tiger 3: Night of the Quinkan,0.04,0.01,0,0,0.05
Cartoon Network Racing,0.04,0,0,0,0.05
Tokimeki Memorial Girl's Side 2nd Kiss,0,0,0.05,0,0.05
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,0,0,0.05,0,0.05
Active Life: Magical Carnival,0.04,0.01,0,0,0.05
Hokuto no Ken,0,0,0.05,0,0.05
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),0,0,0.05,0,0.05
Stretch Panic,0.02,0.02,0,0.01,0.05
Empire Earth,0,0.04,0,0.01,0.05
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,0,0,0.05,0,0.05
Baku Baku,0,0,0.05,0,0.05
Pro Cycling Manager 2016,0,0.04,0,0.01,0.05
SD Gundam: Over Galaxian,0,0,0.05,0,0.05
Rogue Ops,0.04,0.01,0,0,0.05
Smart Kid's Party Fun Pak,0.05,0,0,0,0.05
MXGP 2,0.02,0.02,0,0,0.05
Virtua Tennis 3,0.03,0.02,0,0,0.05
BeatMania IIDX 3rd Style,0,0,0.05,0,0.05
Yu-Gi-Oh! World Championship 2007,0,0.01,0.04,0,0.05
Hummer Badlands,0.02,0.02,0,0.01,0.05
Freelancer,0.02,0.02,0,0.01,0.05
Woody Woodpecker: Escape from Buzz Buzzard Park,0.02,0.02,0,0.01,0.05
Operation Flashpoint: Dragon Rising,0.01,0.03,0,0.01,0.05
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",0,0,0.05,0,0.05
Furu Furu Park,0.05,0,0,0,0.05
Monster Band,0.04,0,0,0,0.05
Alter Echo,0.04,0.01,0,0,0.05
BeatMania IIDX 4th Style: New Songs Collection,0,0,0.05,0,0.05
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,0,0,0.05,0,0.05
G1 Grand Prix,0,0,0.05,0,0.05
LEGO Indiana Jones 2: The Adventure Continues,0.02,0.03,0,0.01,0.05
QUIZ PARTY,0,0.05,0,0,0.05
MTX Mototrax,0.04,0,0,0,0.05
Around the World in 80 Days,0.03,0.01,0,0,0.05
Houkago Shounen,0,0,0.05,0,0.05
The Grim Adventures of Billy & Mandy,0.04,0,0,0,0.05
Classic Dungeon X2,0,0,0.05,0,0.05
Whirl Tour,0.04,0.01,0,0,0.05
Sesame Street: Cookie's Counting Carnival,0.05,0,0,0,0.05
Pinball Tycoon,0.03,0.01,0,0,0.05
Major League Baseball 2K11,0.02,0.02,0,0.01,0.05
Cartoon Network Block Party,0.03,0.01,0,0,0.05
Power Spike Pro Beach Volleyball,0.03,0.02,0,0,0.05
White Album: Tsuzurareru Fuyu no Omoide,0,0,0.05,0,0.05
Harukanaru Toki no Naka de: Yumenoukihashi,0,0,0.05,0,0.05
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,0,0,0.05,0,0.05
SD Gundam: Scad Hammers,0,0,0.05,0,0.05
Spitfire Heroes: Tales of the Royal Air Force,0.05,0,0,0,0.05
Super Bust-A-Move,0.03,0.01,0,0,0.05
TNA iMPACT: Cross the Line,0.05,0,0,0,0.05
Adventure Time: Explore the Dungeon Because I Don't Know!,0.02,0.02,0,0.01,0.05
ZooCube,0.03,0.01,0,0,0.05
Stunt GP,0.02,0.02,0,0.01,0.05
Wicked Monster Blast!,0.04,0,0,0,0.05
NBA 2K,0,0,0.05,0,0.05
D.Gray-man: Kami no Shitotachi,0,0,0.05,0,0.05
Bladestorm: Nightmare,0.03,0.02,0,0,0.05
Strikers 1945,0,0,0.05,0,0.05
World Series of Poker,0.04,0.01,0,0,0.05
Jikkyou Oshaberi Parodius,0,0,0.05,0,0.05
Super Jinsei Game 2,0,0,0.05,0,0.05
Winter Sports 3: The Great Tournament,0.02,0.02,0,0,0.05
J-League Winning Eleven 2010: Club Championship,0,0,0.05,0,0.05
Johnny Bazookatone,0.03,0.02,0,0,0.05
Beastly Frantic Foto,0.04,0,0,0,0.05
Neverland Card Battles,0.04,0,0,0.01,0.05
Need for Speed Underground,0,0.04,0,0.01,0.05
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,0,0,0.05,0,0.05
Reign of Fire,0.03,0.01,0,0,0.05
Worms Reloaded,0,0.04,0,0.01,0.05
StarCraft,0,0.04,0,0.01,0.05
Koihime Musou,0,0,0.05,0,0.05
Nicktoons: Attack of the Toybots,0.04,0,0,0,0.05
NBA 2K17,0.03,0.01,0,0.01,0.05
Blazing Souls: Accelate,0.04,0,0.01,0,0.05
Ms Saga: A New Dawn,0.02,0.02,0,0.01,0.05
Kekkon Zenya,0,0,0.05,0,0.05
Finny the Fish & the Seven Waters,0.02,0.02,0,0.01,0.05
Barnyard,0.03,0.01,0,0,0.05
Next Generation of Chaos,0,0,0.05,0,0.05
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,0,0,0.05,0,0.05
GrimGrimoire,0.01,0.01,0.03,0,0.05
J-League '96 Dream Stadium,0,0,0.05,0,0.05
Capcom vs. SNK: Millennium Fight 2000 Pro,0,0,0.05,0,0.05
Golden Axe: The Duel,0,0,0.05,0,0.05
Crime Life: Gang Wars,0.04,0.01,0,0,0.05
Tokimeki Memorial: Girls Side 1st Love,0,0,0.05,0,0.05
Putty Squad,0.02,0.02,0,0.01,0.05
Rugby 2005,0.04,0.01,0,0,0.05
Rock 'N Roll Racing,0.03,0.01,0,0,0.05
Taito Legends,0.04,0.01,0,0,0.05
Far Cry,0,0.04,0,0.01,0.05
Silhouette Mirage,0.03,0.02,0,0,0.05
Dynasty Warriors Vol. 2,0.04,0,0,0,0.05
Treasure Report: Kikai Jikake no Isan,0,0,0.05,0,0.05
Growlanser VI: Precarious World,0,0,0.05,0,0.05
Block Kuzushi,0,0,0.05,0,0.05
Boing! Docomodake DS,0.04,0,0,0,0.05
American Bass Challenge,0.03,0.01,0,0,0.05
American Chopper 2: Full Throttle,0.04,0.01,0,0,0.05
Secret Service,0.04,0,0,0,0.05
Sword Art Online: Game Director's Edition,0,0,0.05,0,0.05
Ultimate Ghosts 'n Goblins (JP sales),0,0,0.05,0,0.05
Rugby 06,0.02,0.02,0,0.01,0.05
Fatal Frame II: Crimson Butterfly Director's Cut,0.04,0.01,0,0,0.05
Deadliest Catch: Alaskan Storm,0.04,0,0,0,0.05
2002 FIFA World Cup,0.04,0.01,0,0,0.05
Colin McRae Rally 2005,0.04,0.01,0,0,0.05
Kamen Rider: Battride War Genesis,0,0,0.05,0,0.05
Venus & Braves: Majo to Megami to Horobi no Yogen,0,0,0.05,0,0.05
Ship Simulator Extremes,0,0.04,0,0.01,0.05
Zoop,0.03,0.02,0,0,0.05
Powerful Golf,0,0,0.05,0,0.05
Saiyuki: Journey West,0.03,0.02,0,0,0.05
Detective Conan: Marionette Symphony,0,0,0.05,0,0.05
FIFA Soccer 10,0,0.04,0,0.01,0.05
Amnesia Crowd,0,0,0.05,0,0.05
American Chopper 2: Full Throttle,0.04,0.01,0,0,0.05
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,0,0,0.05,0,0.05
Monster Hunter Frontier Online,0,0,0.05,0,0.05
Ribbit King,0.04,0.01,0,0,0.05
VR Soccer '96,0.03,0.02,0,0,0.05
Smash Court Tennis 3,0.01,0.01,0.01,0.01,0.05
Diabolik Lovers,0,0,0.05,0,0.05
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,0,0,0.05,0,0.05
Summoner: A Goddess Reborn,0.04,0.01,0,0,0.05
Saints Row: Gat out of Hell,0,0.04,0,0.01,0.05
Rock of the Dead,0.04,0,0,0,0.05
The Sims,0.01,0.03,0,0.01,0.05
Wasteland 2,0.04,0.01,0,0,0.05
Cesar Millan's Dog Whisperer,0.04,0,0,0,0.05
E.X. Troopers,0,0,0.05,0,0.05
Kiniro no Corda 2 Encore,0,0,0.05,0,0.05
Jewel Quest Mysteries,0.03,0.01,0,0,0.05
Moon,0.04,0,0,0,0.05
M&M's Adventure,0.04,0,0,0,0.05
ESPN Great Outdoor Games Bass 2002,0.03,0.01,0,0,0.05
Soul Eater: Plot of Medusa,0,0,0.05,0,0.05
Payday 2,0.04,0,0,0,0.05
Grand Ages: Medieval,0,0.04,0,0,0.05
Handball 16,0,0.04,0,0.01,0.05
Gummy Bears Mini Golf,0.04,0,0,0,0.05
Company of Heroes,0,0.04,0,0.01,0.05
Rock Band Country Track Pack 2,0.04,0,0,0,0.05
Color Cross,0.04,0,0,0,0.05
Gaist Crusher,0,0,0.05,0,0.05
Punch King,0.03,0.01,0,0,0.05
Silent Hunter: Wolves of the Pacific,0,0.04,0,0.01,0.05
World Championship Pool 2004,0.02,0.02,0,0.01,0.05
V-Rally 3,0.03,0.01,0,0,0.05
The Dark Spire,0.04,0,0,0,0.05
Kakuto Chojin,0.04,0.01,0,0,0.05
Beyond Oasis,0,0,0.05,0,0.05
Forza Motorsport 3: Ultimate Edition,0,0.04,0,0.01,0.05
Robotech: Invasion,0.04,0.01,0,0,0.05
Wii de Asobu Chibi-Robo!,0,0,0.05,0,0.05
Romance of the Three Kingdoms VI: Awakening of the Dragon,0.03,0.02,0,0,0.05
To Heart 2 DX Plus,0,0,0.05,0,0.05
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,0,0,0.05,0,0.05
Naruto: Uzumaki Chronicles 2 (JP sales),0,0,0.05,0,0.05
Frogger: Ancient Shadow,0.04,0.01,0,0,0.05
Snoopy vs the Red Baron,0.04,0,0,0,0.05
Jonah Lomu Rugby Challenge,0,0.04,0,0.01,0.05
Pet Vet: Down Under,0.04,0,0,0,0.05
World Series of Poker: Tournament of Champions 2007 Edition,0.04,0,0,0,0.05
National Geographic Challenge!,0.01,0.03,0,0.01,0.05
Raze's Hell,0.04,0.01,0,0,0.05
Rain (2013),0,0,0.05,0,0.05
Billy the Wizard: Rocket Broomstick Racing,0.04,0,0,0,0.05
Pool Party,0.04,0,0,0,0.05
Microsoft Train Simulator,0,0.04,0,0.01,0.05
Shin Megami Tensei NINE,0,0,0.05,0,0.05
Magic Carpet,0.03,0.02,0,0,0.05
Hoshigami: Ruining Blue Earth,0.03,0.02,0,0,0.05
GunPey DS,0.04,0,0,0,0.05
Cabela's African Safari,0.04,0,0,0,0.05
Wing Island,0.03,0.01,0.01,0,0.05
Utawarerumono: Itsuwari no Kamen,0,0,0.05,0,0.05
Clever Kids: Creepy Crawlies,0,0.04,0,0,0.05
Supreme Commander,0,0.04,0,0.01,0.05
NightCaster II: Equinox,0.03,0.01,0,0,0.05
F1 2015,0,0.04,0,0,0.05
SD Gundam G Generation World,0,0,0.05,0,0.05
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,0,0,0.05,0,0.05
Galaxy Racers,0.04,0,0,0,0.05
Wonder World Amusement Park,0.04,0,0,0,0.05
Bubble Bobble Revolution,0.04,0,0,0,0.05
Game of Thrones (Telltale),0.04,0,0,0.01,0.05
Time Crisis: Project Titan,0.03,0.02,0,0,0.05
Ys: The Ark of Napishtim,0.04,0,0,0,0.05
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,0,0,0.05,0,0.05
Crusader: No Remorse,0.03,0.02,0,0,0.05
Black & Bruised,0.04,0.01,0,0,0.05
MiniCopter: Adventure Flight,0.04,0,0,0,0.05
Shaun the Sheep,0.04,0,0,0,0.05
Fast & Furious: Showdown,0,0.04,0,0,0.05
World Championship Poker: Featuring Howard Lederer - All In,0.04,0,0,0,0.05
Test Drive: Ferrari Legends,0.04,0,0,0,0.05
Tom Clancy's Rainbow Six: Lockdown,0.04,0.01,0,0,0.05
FIFA Manager 12,0,0.03,0,0.01,0.05
Full Spectrum Warrior: Ten Hammers,0.03,0.01,0,0,0.05
River City Soccer Hooligans,0.04,0,0.01,0,0.05
Shin Hayarigami,0,0,0.05,0,0.05
TMNT,0.03,0.01,0,0,0.05
Turok: Dinosaur Hunter,0,0,0.05,0,0.05
Puyo Puyo Tetris,0,0,0.05,0,0.05
Taiko no Tatsujin Portable 2,0,0,0.05,0,0.05
Gitaroo Man,0.02,0.02,0,0.01,0.05
Super Bubble Pop,0.04,0.01,0,0,0.05
Mafia,0,0.04,0,0.01,0.05
Rapala Fishing Frenzy 2009,0.04,0,0,0,0.05
Ride to Hell,0.02,0.02,0,0.01,0.05
Arctic Tale,0.04,0,0,0,0.05
Balloon Pop,0.04,0,0,0,0.05
XBLAZE Code: Embryo,0.03,0,0.01,0.01,0.05
Black Mirror 2,0,0.04,0,0.01,0.05
Time Travelers,0,0,0.05,0,0.05
Amnesia Later,0,0,0.05,0,0.05
B-Boy,0.04,0,0,0,0.05
Cocoto Kart Racer,0.04,0,0,0,0.05
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,0,0,0.05,0,0.05
Intellivision Lives!,0.03,0.01,0,0,0.05
Crazy Chicken: Atlantis Quest,0.04,0,0,0,0.05
Test Drive Le Mans,0.03,0.02,0,0,0.05
Counter Force,0.04,0,0,0,0.05
Monster Jam: Maximum Destruction,0.04,0.01,0,0,0.05
Professor Heinz Wolff's Gravity,0.04,0,0,0,0.05
Fantastic Four: Rise of the Silver Surfer,0.04,0.01,0,0,0.05
Big Air Freestyle,0.04,0.01,0,0,0.05
Rimo-Cocoron,0,0,0.05,0,0.05
Rugby World Cup 2015,0,0.04,0,0,0.05
Mike Tyson Heavyweight Boxing,0.03,0.01,0,0,0.05
To Love-Ru Trouble Darkness: Battle Ecstasy,0,0,0.05,0,0.05
The Berenstain Bears and the Spooky Old Tree,0.03,0.01,0,0,0.05
Lux-Pain,0.04,0,0,0,0.05
Ford Bold Moves Street Racing,0.04,0,0,0,0.05
Cabela's Trophy Bucks,0.04,0,0,0,0.05
Hakuouki: Bakumatsu Musou Roku,0,0,0.05,0,0.05
Mahjong 3D: Warriors of the Emperor,0,0.04,0,0.01,0.05
Hiiro no Kakera DS,0,0,0.05,0,0.05
March of the Penguins,0.04,0,0,0,0.05
Rock of the Dead,0.04,0,0,0,0.05
Arcana Famiglia: La storia della Aracana Famiglia,0,0,0.05,0,0.05
Tokyo Ghoul: Jail,0,0,0.05,0,0.05
City Life: World Edition,0,0.04,0,0.01,0.05
The Misadventures of Tron Bonne,0.03,0.02,0,0,0.05
Centipede: Infestation,0.04,0,0,0,0.05
Wolfenstein,0.01,0.03,0,0.01,0.05
Hero Bank 2,0,0,0.05,0,0.05
Atelier Ayesha: The Alchemist of Dusk,0,0,0.05,0,0.05
Brave Story: New Traveller (jp sales),0,0,0.05,0,0.05
Black Jack vs. Matsudajun,0.03,0.02,0,0,0.05
Arslan: The Warriors of Legend,0,0,0.05,0,0.05
SpongeBob SquarePants: Plankton's Robotic Revenge,0.04,0,0,0,0.05
Wrath Unleashed,0.03,0.01,0,0,0.05
Yoru no Nai Kuni,0,0,0.05,0,0.05
Garou Densetsu 3: Road to the Final Victory,0,0,0.05,0,0.05
Bleach: Soul Carnival,0,0,0.05,0,0.05
Double Dragon Advance,0.03,0.01,0,0,0.05
Sesame Street: Elmo's A-to-Zoo Adventure,0.04,0,0,0,0.05
Family Fortunes,0,0.04,0,0,0.05
The Bible Game,0.03,0.01,0,0,0.05
Inspector Gadget: Gadget's Crazy Maze,0.03,0.02,0,0,0.05
World Fantasista,0,0,0.05,0,0.05
Yager,0.03,0.01,0,0,0.05
Fantastic Four: Rise of the Silver Surfer,0.04,0,0,0,0.05
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,0,0,0.05,0,0.05
Toukiden Kiwami,0,0,0.05,0,0.05
Grey's Anatomy: The Video Game,0.03,0.01,0,0,0.05
Tropico 3,0,0.04,0,0.01,0.05
Looney Tunes: Cartoon Conductor,0.04,0,0,0,0.05
Avatar: The Game,0,0.04,0,0.01,0.05
Futurama,0.03,0.01,0,0,0.05
Pool Hall Pro,0.04,0,0,0,0.05
Nazo Waku Yakata: Oto no Ma ni Ma ni,0,0,0.05,0,0.05
Choro Q 64 2: Hacha Mecha Grand Prix Race,0,0,0.05,0,0.05
Mighty No. 9,0.04,0,0,0.01,0.05
Plants vs. Zombies: Garden Warfare 2,0,0.04,0,0,0.05
Ape Escape,0,0.03,0,0.01,0.05
Activision Anthology,0.03,0.01,0,0,0.05
Gray Matter,0,0.04,0,0.01,0.05
Thrillville: Off the Rails,0.03,0.01,0,0,0.05
LEGO Friends,0,0.04,0,0,0.05
Secret Files: Tunguska,0,0.04,0,0.01,0.05
Wayne Gretzky's 3D Hockey '98,0.03,0.02,0,0,0.05
Nanda's Island,0.04,0,0,0,0.05
Hakuouki SSL: Sweet School Life,0,0,0.05,0,0.05
Trigger Man,0.03,0.01,0,0,0.05
Kimi ni Todoke: Tsutaeru Kimochi,0,0,0.05,0,0.05
Nora to Koku no Koubou: Kiri no Mori no Majo,0,0,0.05,0,0.05
Bad Boys: Miami Takedown,0.03,0.01,0,0,0.05
SpongeBob SquarePants: Plankton's Robotic Revenge,0,0.04,0,0,0.05
Short Track Racing: Trading Paint,0.02,0.02,0,0.01,0.05
Game no Kanzume Vol 1,0,0,0.04,0,0.05
Rat Attack!,0.03,0.02,0,0,0.04
